"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Oil w/o CCS",1.53950032952121,1.30915890814137,1.22537007290557,1.54466119143479,2.00125459019443,2.83419621499902,3.61332594784246,4.63426953997036,5.70282549904849,6.6996782682507,8.05709461610746,8.95633356526487,8.86948038572915,7.51547148748453,4.07507291899408,7.44071314495151,6.09600460606088
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Gas w/o CCS",0.0883029776900577,0.116374611974572,0.157071359351901,0.258128353633585,0.423422452200476,0.717990298077526,1.0962336124824,1.60371614827045,2.20508672122054,2.93306805428103,3.91185870853992,5.12843807604481,6.00375896913789,7.52279688901563,9.79175758521462,9.62219143033892,12.8320299663429
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Coal w/o CCS",0.146579781953895,0.161649530917662,0.196903819975024,0.296429537955009,0.459514338626221,0.75149464686914,1.11805959345626,1.62265316024625,2.25662397727591,3.05723526445727,4.21282632895614,5.6983115950472,6.89215845710593,8.90639622783086,11.8176238466374,11.6987829076387,15.8426466587807
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Biomass w/o CCS",0.085109883823721,0.125695007160648,0.187134290419278,0.314819604644221,0.49102131939892,0.802414251069081,1.1670152264835,1.62680937933253,2.14949533189314,2.75550868303975,3.51836663959022,4.34336607506981,4.91726129238659,5.93251454415195,7.10369559144675,6.22443962720401,7.83664731620642
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Nuclear",0.0266402418613257,0.208582155657592,0.421709491430439,0.811521270873018,1.26574320384252,2.02959141355501,2.91396557395302,3.6878440281208,4.40817161339744,5.10533146477822,6.01417863840117,6.99891845893641,7.28079395031136,8.10340010795406,9.27954507091369,7.94479291992199,9.34135330529145
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Wind",2.4358021291161,3.90139700598619,5.65062310193298,7.3588541259217,9.76367327011434,13.595486588308,17.1142289434673,20.9647965518242,24.6182318443879,27.9489314023693,32.0223377087885,37.2377078221918,37.8904688129548,40.9857791237248,45.6554600896476,38.439602203432,44.1216089528369
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Solar",3.22080484273507,5.3511092771906,7.90934902851753,10.6199261322271,14.5890856792244,21.0887272276543,27.4656682128466,35.5302183307134,43.5556961707356,51.4569349435379,61.716436506972,74.2713467911287,77.4890819448757,86.2878111609432,97.6066453363255,83.304274843088,96.8309685042653
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Geothermal",0.338207833293848,0.394183015141436,0.425339999776542,0.507447573549878,0.605212737955279,0.285244377025084,0.279355868648988,0.271859321487007,0.238565449201507,0.229539433071618,0.225255440171185,0.17102887718739,0.149924601281223,0.147123217322727,0.132539531646705,0.0807401770756974,0.136523937478857
"Ref_Imp_6p0_CI_HADGEM","Africa_Eastern","GW","Rooftop_pv",0.427335370589682,1.12649361735732,2.52739528515952,5.15820877111899,9.61078400666794,16.4580818567009,26.6103374639521,39.9192682870637,56.5177266786761,73.1499877398951,84.1065447415748,89.0541999404494,91.9574112848739,94.2188211116832,96.0046352382125,97.9970836241315,99.682949657804
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Oil w/o CCS",4.06818351714717,3.60891381194195,2.10563874881198,1.67107582131478,1.3696977508197,1.16951719137343,1.14579267110495,1.08230966750267,1.67837093875876,1.68406154072708,1.96136265386936,1.42547698635989,1.62828715958299,0.601588328806322,0.0105740978648773,0.627303718055265,0.587786667715134
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Gas w/o CCS",5.2897187570297,8.14988864919159,8.81096784119537,10.9829847209361,12.208232291454,12.9283687094205,13.8408279350885,13.7653798570146,14.821708684672,15.5065958729717,16.5432062998873,14.7873962205512,15.053354154927,16.2323735655272,18.0997327452338,14.3750252790747,15.5860052315275
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Coal w/o CCS",0.39620635272094,0.528775202013359,0.548324305341366,0.653597159558676,0.722609426640179,0.774767680717443,0.857085218443338,0.927870940956282,1.13186891192595,1.34628617705332,1.62934384853129,1.66874119230815,1.9350219386619,2.38152703123864,3.00413264632846,2.69888852032323,3.29476942195724
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Biomass w/o CCS",0.0663102635800724,0.129154158422854,0.180273354639175,0.257238404214654,0.299068232949957,0.337731076052857,0.386451209897829,0.416445038496823,0.517836211691017,0.623176495615233,0.722615218153897,0.698494627847496,0.853024160419564,1.07862272859983,1.24128591042054,0.99542314675278,1.24899245129409
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Nuclear",0.0236956008138153,0.241302924540525,0.462285050612232,0.770135994753321,0.937524176647759,1.0619372855753,1.1870561914057,1.16379794965983,1.25296440852252,1.32341574109481,1.39947351287334,1.30794812734998,1.37717592702767,1.53404493752579,1.74682334966963,1.41324412424915,1.55287995501647
"Ref_Imp_6p0_CI_HADGEM","Africa_Northern","GW","Wind",2.02977466182836,3.9772674202023,5.27612019434613,6.01648116919675,6.27488985521618,6.25000601317112,6.26673050849812,6.14737034524741,6.73180384193649,7.21805072141438,7.67297775587803,6.96091518354411,7.3399448308339,8.08238288050794,9.08953260493779,7.32093481052443,7.9546675208501
