"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Oil w/o CCS",1.6608135626636,1.26247740980217,0.970779064811004,0.357459508679736,0.358148453590306,0.501882115335698,0.239789265625621,0.124081822052887,0.0217606824025819,0.0151320315547683,0.0234061525860094,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/o CCS",0.0814518283430858,0.0509236974407773,0.0537414413393044,0.0396261364551262,0.035099746301457,0.0391247120952894,0.0376632013730229,0.0322272708293059,0.0207056269989604,0.00598191183195673,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/ CCS",NA,0.0718115405985927,0.116394733063198,0.278887548367326,0.582913084917006,1.03640428369999,1.57400521959767,2.33423996244635,3.40898202951153,4.42830069442963,5.53775433535676,5.96949292955109,6.37863874190086,7.04008354487008,8.87868846088815,11.4021617878736,14.2116191889535
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/o CCS",0.383847600785635,0.325504049983006,0.2985168401995,0.152289112539617,0.051284895808389,0.0171966641801386,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/ CCS",NA,0.0101660144752561,0.0247680180890734,0.144242108086931,0.515765974034055,1.10886668578249,1.82111348210087,2.70178766624568,3.72623210110139,4.47293527612124,4.93926547013264,4.59990082917623,3.98844879411931,3.60212797512733,6.15329529801168,7.46993287720633,9.92139687721542
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/o CCS",0.338934294768864,0.47881673395846,0.676142012693143,0.863679962482157,0.497767770453927,0.269997800045384,0.0610455835015572,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/ CCS",NA,0.0739400806119567,0.18070906003978,1.0257400156598,3.85391076927686,8.64902882307125,15.4537190328886,25.7881743168625,40.1680028719158,57.5952174341723,70.3826719537204,68.425411130995,65.6415663101593,64.9718286320699,76.1685911789535,76.085379665985,76.0284979757364
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Nuclear",0.147267424264017,1.19164140691979,2.5473046466958,6.03419914779878,11.1369485202917,18.5779044573723,26.321218121026,34.0635646543244,45.1563596320038,55.2236045374089,68.8418820667337,72.626423811818,76.7369498337038,79.8493158404459,80.9280455694425,90.4038735267009,93.7354688963011
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Wind",4.66788231854203,7.49071373082805,11.1229529264783,18.9104561680975,28.7327814813755,40.545733237737,49.7309591964684,61.7198029667028,78.4243693462474,92.2925116765401,110.712489275203,112.926229292821,116.266726521297,118.058705101833,118.007898536635,129.898792766087,133.362515820272
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Solar",5.93355718892747,10.1041100783048,15.7082988308884,25.3006174779699,40.4140828788228,60.1738700364627,77.4181915860669,101.758906413613,136.214623192217,168.391198477606,213.092457793633,228.094133131961,242.934099355971,253.805036847644,257.968202768766,288.833601789577,300.10466060578
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Geothermal",1.51198204236467,1.80196202953222,2.01406027727504,2.76461100546723,1.72320957036216,1.07265568212821,0.978508677765726,0.888139035278413,0.732421952446246,0.693239387734957,0.469644092038576,0.364300142933077,0.33414308813388,0.318867077293399,0.316353451420003,0.308299891212309,0.250886439028292
"NDC_Fulltech_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Rooftop_pv",2.00986033403878,5.52119871452304,12.5449829965442,27.9890313287725,55.7505335580172,97.4902297844514,157.227613289156,229.853977679589,292.852584664403,314.253735367028,321.599500810266,327.403782451048,331.980475919045,336.250938996725,340.64498552571,344.918126815182,348.792282699304
"NDC_Fulltech_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Oil w/o CCS",4.39034147709988,3.54242306971548,2.47215940414444,0.818635153824395,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/o CCS",4.60749243024052,2.41988559111606,2.32261607817647,1.79296174555202,1.07388255612368,0.492786911988821,0.113078569118128,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/ CCS",NA,6.69537431270029,9.83907406932008,20.308837478357,28.0513194850552,27.6449186554683,24.7443798867856,22.4403380806996,23.4092137907784,22.8118476449618,23.2040438210366,20.1096640923434,20.0629357061759,19.4797825676624,21.165126442189,22.2359953320202,21.7998059332218
"NDC_Fulltech_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Coal w/o CCS",1.02418994993521,0.975039951290395,0.812384604002424,0.26522405616861,0.104301750190938,0,0,0,0,0,0,0,0,0,0,0,4.47121656259076e-06
"NDC_Fulltech_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Coal w/ CCS",NA,0.0262429415217554,0.068800943967712,0.439600534574283,1.14319105873338,1.48850558022239,1.52964771694332,1.49951823529527,1.64538441059846,1.63216423623457,1.58086462124876,1.28441411027249,1.25089228627556,1.04134624510962,2.05388918738537,2.19439443575797,2.67585162896732
