"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Oil w/o CCS",1.66179594613649,1.26099080727614,0.966459780771377,0.359289551639388,0.392627903734283,0.53653959222796,0.308172001101583,0.129331876439753,0.00804529964561611,0.014066027352107,0.0112153348566757,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/o CCS",0.0815156034135886,0.0510092779167691,0.0535214462056467,0.0387929425529667,0.0356053675589436,0.0404912751402362,0.0409386535906415,0.0338149947159731,0.0234794808781801,0.00582552435697442,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/ CCS",NA,0.0712257667406279,0.115977633797548,0.271764172412427,0.580310162379821,1.04505779644949,1.591875431041,2.40991627552592,3.3948760731026,4.58149253295857,5.57683248409332,6.14086871075364,6.39505778693492,7.07822110549848,8.89763309246913,11.4167991490745,14.3055598742993
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/o CCS",0.386684325367544,0.326341916875665,0.297239266466303,0.147940796149924,0.0528252737441723,0.0202629467155064,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/ CCS",NA,0.00999586973985077,0.0246600129985808,0.14030092752495,0.509930768938538,1.11339633140772,1.83752216441148,2.78627366429581,3.7102702543687,4.62104312390178,4.97462767145721,4.7035415987261,3.9547873381275,3.59775320999345,6.12941049405275,7.60716565473276,10.0007462639959
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/o CCS",0.339507860740762,0.480729668907513,0.679906018847153,0.864752619107629,0.55071074746678,0.292128870834635,0.0889506146091172,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/ CCS",NA,0.0732649500155833,0.181081941930339,1.01198975544975,3.89771131793914,8.87091090862788,15.5798552858246,26.4383131171968,39.986619294021,57.7952037335956,69.7682568991427,70.8367435684265,66.4180598141378,65.4625095250026,76.698502282663,74.4505120783776,74.3057194869955
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Nuclear",0.146741143460366,1.18537360928683,2.53759938440578,5.87964443557671,11.1004604955546,18.7606352030074,26.6919543690463,35.2407715951997,45.0845191370857,57.2104117593,69.3978972551192,74.92711602194,77.238877435322,80.5033100442456,81.3286292326774,90.3295923585344,94.2939591824674
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Wind",4.65177476910776,7.45321642774944,11.0826529132645,16.8981031830804,26.244442547296,37.4827784152938,46.137678797408,58.3618433294923,71.8548411773245,87.7321024576532,102.610332409859,108.171476063572,108.852431898121,110.917722932543,110.571005860236,121.252352962634,125.334569191502
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Solar",5.91192531761204,10.0500303365969,15.6463518467613,24.9133764621001,40.7397412320904,61.4830404547703,79.4500042250943,106.490068593058,137.867853190233,176.701702841188,217.628788843654,238.404670183178,247.590778367307,259.226678301569,262.538413970041,292.653775907118,306.072425192344
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Geothermal",1.5076264954011,1.79539413840148,2.01040687922544,2.71837804071267,1.78358687062186,1.08064157471028,0.979203078087608,0.889309683427497,0.723434858286341,0.685951900563137,0.45738282045258,0.364553943500674,0.32288310069548,0.322650497696392,0.311973621440176,0.311667953186929,0.252711255326049
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Eastern","billion 2010 USD","Rooftop_pv",2.00036505821477,5.50209405249226,12.5207407572297,27.9559950353126,55.4907317888978,96.8257048276007,156.00483270229,228.74103060179,294.418207536291,317.413341952643,324.527058542073,329.891941982607,334.585577023666,338.932169032786,343.38853292455,347.712937971774,351.633024390601
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Northern","billion 2010 USD","Oil w/o CCS",4.39831469346404,3.53930311286815,2.46816492875401,0.811280112418207,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/o CCS",4.62504580078684,2.43352081244798,2.32256447950153,1.80611331548375,1.08197960786263,0.501456012013664,0.148627564732117,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/ CCS",NA,6.65549863756374,9.84189815988551,20.4424436317935,27.8128447460707,27.4489694117946,24.3297479489158,22.793726779308,22.9955566503599,23.2730679825454,22.9069158020204,20.3062747185281,19.4892277930647,18.9443147165396,20.7586376271853,21.5340500213178,21.6748091910699
"NDC_Fulltech_land10p_hydro_CI_IPSL","Africa_Northern","billion 2010 USD","Coal w/o CCS",1.0346466706876,0.980464143618578,0.811991477499006,0.266927338068374,0.105856848059048,0,0,0,0,0,0,0,0,0,0,0,4.20830054385818e-06
