"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Oil w/o CCS",1.52799900143131,1.16502521954306,0.887122840713279,0.326695914547924,0.367401214965482,0.511013370749337,0.308221789723403,0.132694213255647,0.010791028748896,0.0255283597661474,0.0139944004349875,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Gas w/o CCS",0.086012976625015,0.0532288888988296,0.0550428808926256,0.0377083186510891,0.0340282120426223,0.0389304817215374,0.0399216927379391,0.0333448465512827,0.0238302013948961,0.00625866580618281,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Gas w/ CCS",NA,0.0369136423747871,0.0620942415514511,0.148713093884825,0.325029300107816,0.596882472097242,0.924051584643351,1.42441160216693,2.05161577805555,2.79194359844106,3.41534569892076,3.78874274941608,3.98085755487165,4.43939807242519,5.63584003653556,7.25394315807358,9.11096735413048
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Coal w/o CCS",0.134204755830049,0.108882858286512,0.0986075512995265,0.0470679513239527,0.0153427670087227,0.00588180175508595,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Coal w/ CCS",NA,0.00190390585515072,0.00486308861690417,0.0282000483799928,0.105378940818702,0.233853459329016,0.391845743670275,0.604757972721883,0.823273375928152,1.03219184189628,1.11746592792974,1.06564496343496,0.905156430122273,0.833810482140602,1.42892417985953,1.77924650819344,2.33925655628541
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Biomass w/o CCS",0.0855598532334582,0.108897489790762,0.154917180908919,0.195925015591948,0.115550973349894,0.0581695760866168,0.0182507372672642,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Biomass w/ CCS",NA,0.00986686894106418,0.0253068973196904,0.146150147380925,0.582352487679375,1.35089134589299,2.41256753952015,4.18430266522127,6.48145098415504,9.43214257446736,11.4508498717594,11.6819780709027,11.0090907570325,10.9152988059985,12.9384278787113,12.540882164368,12.5709383148792
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Nuclear",0.0270878657412712,0.221727224443124,0.47815244379816,1.11230748545775,2.1207619791897,3.61052216415737,5.18178579815862,6.92521346810852,9.04656688565486,11.5498419232429,14.0964360607303,15.3310783847774,15.9287330585742,16.7405983852708,17.0877956243304,19.091901770939,19.9887894242158
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Wind",2.48901964713999,4.15510126947742,6.38866729851231,9.97672287559113,15.9250184790306,23.2860353992956,29.2297449274337,37.7563970144174,47.6600337624244,58.7819243464257,69.2238003060729,73.6450779530874,74.8768914557293,76.8079618306289,77.3161578796224,85.2442587305645,88.1484746429962
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Solar",3.27978617590842,5.68967971505249,8.9080651888394,14.1075529239646,23.2296315198091,35.2165444022164,45.6053011134839,62.1499133144008,81.9135407641713,105.442967532784,130.843659521652,144.049156007336,150.593166757492,158.959552465729,161.933358357069,181.46894695774,189.878801788898
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Geothermal",0.342580261280885,0.412552497652326,0.464913115541895,0.631946558936134,0.415001198257476,0.260402925965129,0.235570987842778,0.217416779586527,0.177259498986162,0.167580437306396,0.112936996256988,0.0913422051015421,0.0816227310535164,0.0823407816770118,0.0805504468201763,0.080163129327336,0.0654864987276247
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Eastern","GW","Rooftop_pv",0.452340362000387,1.29219407916678,3.03915198083266,6.99268301971005,14.2949356043296,25.5594225729911,42.0099802474207,62.2788919726695,79.7370162640795,86.3706497978544,89.4509601787231,91.8891321382929,94.0858564578151,96.1244606484129,98.0384104760095,99.8427543051472,101.549508367214
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Northern","GW","Oil w/o CCS",4.01155355918262,3.25431253431324,2.28859081867511,0.767848882937376,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Northern","GW","Gas w/o CCS",5.03777783776645,2.4426207603031,2.18402162409479,1.71435819518173,1.03739405281905,0.488961262217056,0.157980160988294,0,0,0,0,0,0,0,0,0,0
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Northern","GW","Gas w/ CCS",NA,3.41381278811918,5.23816590982219,11.1681772508168,15.5930698374364,15.7048706366126,14.1336234892369,13.4636054933939,13.8406361094997,14.2641964852825,14.3225722305093,12.7775260915259,12.2880097447365,12.0138401446948,13.2059214178453,13.7640866897277,13.9336207144701
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Northern","GW","Coal w/o CCS",0.35591264540366,0.320404707901368,0.263073048845818,0.0762235699493604,0.0309609890531808,0,0,0,0,0,0,0,0,0,0,0,1.69313498061257e-06
"NDC_Fulltech_land10p_hydro_CI_GFDL","Africa_Northern","GW","Coal w/ CCS",NA,0.00487246718426327,0.0134761265011411,0.0887178503056267,0.233017234458357,0.30981077602791,0.319791492518644,0.330652881099124,0.358022744134719,0.375133328084226,0.359724671298688,0.297632471857842,0.277080225361187,0.235657660877897,0.468584439983569,0.515266686501128,0.632174261667586
