"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Oil w/o CCS",1.71771021537274,1.43398142951141,1.31444052688198,1.6273379023136,2.08784678920721,3.01913071233562,3.85452147444815,4.81918337728416,5.85956858223085,6.81017583948524,7.9877022098047,8.83404125860875,8.98126314200035,7.53255879117499,3.8632150260001,7.49611376815021,5.69313892761326
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Gas w/o CCS",0.0858951441225123,0.112950488995913,0.152808762642503,0.253093855822725,0.42001858341758,0.716036890462981,1.08838284125215,1.58291184954853,2.16724493359228,2.87730787121467,3.80174594162552,4.83796370147287,5.82335091659196,7.28062248567251,9.21245701470983,9.26198432499124,12.010495182836
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Coal w/o CCS",0.434089474676218,0.48922551738039,0.589502877659811,0.875794567165269,1.35123653564399,2.17969855599951,3.18351992281843,4.56886821767449,6.32319310984183,8.55777750737541,11.6516749251836,15.3198411626722,19.026843888918,24.511908161366,31.6310797865771,32.0006834992499,42.0470170108538
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Biomass w/o CCS",0.347051858570685,0.565779811489184,0.832010565215725,1.38306587329993,2.15358393376557,3.47695882835255,4.99887712404255,6.88743629251418,9.04769084698044,11.511139303856,14.6646764048598,17.8388468825853,20.4652113957357,24.3205790494443,28.7217397527372,26.1631514161725,31.8781392717834
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Nuclear",0.148381720245418,1.1405310039976,2.27389923255584,4.30946740638348,6.67836240485303,10.571442868913,14.9041490948034,18.641458445259,22.1362736578055,25.6054231206568,29.8193857316983,33.7244019767379,36.0297920373406,39.985642345411,44.5136181362594,38.9705444351753,44.447957003086
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Wind",4.82004038671036,7.39413697906644,10.3255383439877,13.0717002665568,16.9926100696757,23.0512540866656,28.2735485959468,33.9069378397095,39.0939307051269,43.9740402315375,49.6877211705027,54.4805853974657,56.7187526815555,61.2071395949636,66.3742029117259,57.1099750048943,63.7930522339067
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Solar",5.98384718784959,9.68887072904822,14.1193682569864,18.6132006019252,25.3441741805159,36.0664260299216,46.2487006762523,58.5158535166141,70.5527817313548,82.7587797040718,97.6011343925361,110.233896635595,117.705276008794,130.192902735998,143.517432345579,125.020401147279,141.272737667828
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Geothermal",1.51528486581142,1.73260244258344,1.8447736593483,2.16907420807299,2.51506910866688,1.21640077960495,1.17465142683182,1.12468672625067,0.977148628686336,0.930440468129775,0.893665592060274,0.685656773261192,0.611430847563388,0.579140334109516,0.516292166716094,0.403960334705039,0.488232581528756
"Ref_Imp_6p0_NoCI_GFDL","Africa_Eastern","billion 2010 USD","Rooftop_pv",1.97581074995032,5.02579003575548,10.9217395652404,21.4688973169181,38.9940731409537,65.2074860853433,103.10419743433,151.584058431645,210.191219884984,266.809111979608,301.303762811607,316.029056639556,323.644074082448,329.147970055264,334.143476323565,338.485113568368,343.045968320935
"Ref_Imp_6p0_NoCI_GFDL","Africa_Northern","billion 2010 USD","Oil w/o CCS",4.45841150687947,3.92004189336793,2.25053577356155,1.81904522496226,1.50862590575968,1.27498576530506,1.22416467352835,1.10119105970448,1.6916112941727,1.70742032471628,1.94146478673031,1.47973647792412,1.59279938021047,0.594074062627197,0.00705121122862421,0.673309611294557,0.498400773010302
"Ref_Imp_6p0_NoCI_GFDL","Africa_Northern","billion 2010 USD","Gas w/o CCS",4.8398866640418,7.64579575647421,8.56553786176502,11.0522526540025,12.5791948489397,13.3788988647008,14.1617958349148,13.8856557696688,14.842022336139,15.3749019252984,16.1708880610237,14.565039323392,14.5479314795275,15.6278651422913,16.9417512876728,13.8720963900378,14.4364291742885
"Ref_Imp_6p0_NoCI_GFDL","Africa_Northern","billion 2010 USD","Coal w/o CCS",1.15077235121697,1.5875795166353,1.63754603299899,1.94074405450771,2.13417134770467,2.25979976945295,2.46374256322759,2.6264749656013,3.1774352438418,3.75078378441767,4.50030435447042,4.64643306309535,5.29361879011057,6.48832587754522,7.96976813897699,7.36328211775203,8.6271087077043
"Ref_Imp_6p0_NoCI_GFDL","Africa_Northern","billion 2010 USD","Biomass w/o CCS",0.265312355391585,0.574474947099563,0.797053529475251,1.13624078039649,1.32514444350948,1.47295631614082,1.67584135151753,1.78608106936026,2.21466102635239,2.60151622002333,3.06789866871833,3.08040259256152,3.56193452610163,4.30232465289121,5.03103362812756,4.260278066973,5.05938631200298
"Ref_Imp_6p0_NoCI_GFDL","Africa_Northern","billion 2010 USD","Nuclear",0.12957575228685,1.30381914560171,2.47151484692669,4.07833198506135,4.92583816860877,5.51489572886069,6.08838276513453,5.88749617036825,6.28799459322717,6.59761510438777,6.93130061014634,6.52768099944885,6.75304171023332,7.49175035896144,8.30207562019231,6.91007297794054,7.28451968737675
