"scenario","region","Units","agg_tech","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Oil w/o CCS",1.64404226042527,1.2280048514435,0.864843280949731,0.114461148676939,0.109353985336834,0.134717798104909,0,0,0,0,0,0,0,0,0,0,4.138446356641e-05
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/o CCS",0.0811668474900521,0.0988472842582624,0.122600760469853,0.154817180016954,0.199499612969455,0.261603871986452,0.275148753114192,0.198319959890098,0,0,0,0,0,0,0,0,0
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Gas w/ CCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23864840247585e-08,7.3274535522851e-08,2.54507658982145e-07,7.94938455574592e-07,2.46245219057346e-06,1.24771773347154e-05,0.000896786205154739
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/o CCS",0.379455569093071,0.326390065175227,0.29405843050197,0.14638764428165,0.0882943060057097,0.0356662673236766,0,0,0.000111087458163451,5.76052457821487e-05,9.68082871858456e-05,0,0,0,0,0.00112968459876214,0.00869523704647525
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Coal w/ CCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63182018165173e-07,9.30521085105148e-07,0.000114892033513717
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/o CCS",0.339661791770073,0.567558749533639,0.868813583758452,1.63820418793823,2.18846672486173,2.56945680796258,2.70164652592576,2.65652390722936,1.9914277498258,1.00434154489501,0.0362332287734563,0.00461241597041036,0,0,0,0,0
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Biomass w/ CCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69379070826599e-08,2.56364659872615e-07,1.48124614002901e-06,0.000398689204709572
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Nuclear",0.147538714039729,1.20899393390758,2.61128064424402,6.55093568213437,12.3605712118357,20.6224159904658,30.3897523081521,41.7289291201295,58.1130295895756,71.9742712907434,90.10078823942,97.0168804657377,100.609075408236,104.928924560213,109.655965068843,112.724480232493,147.311494473803
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Wind",4.67602665180578,7.59406687293889,11.3839205120852,20.425723056521,31.6620477894536,44.7263041902935,57.1694309202095,74.6919532219547,99.6097483798937,119.217670312045,143.6169744754,148.235838509447,150.726555910267,154.924944572413,160.403187078587,164.30313684075,211.942677929201
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Solar",5.94424716708098,10.2390892650533,16.0673881956326,27.291738968041,44.4380940769865,66.0639835671586,88.2144511452498,121.386943479559,169.509126423026,211.132746151865,265.213054500028,285.477221304178,297.862249651865,313.861994250538,330.044390878106,342.759692694992,447.212998745333
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Geothermal",1.51423227877354,1.82248113732387,2.04942199689575,2.92551859070081,1.50643193955285,1.03823352109526,0.928682234904961,0.829860619689764,0.641879064723718,0.570008530528305,0.344298009878008,0.248168055841186,0.217782028951497,0.207727993808157,0.195027126156783,0.169806559146922,0.147753672995339
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Eastern","billion 2010 USD","Rooftop_pv",2.02785537246844,5.56981108610262,12.7929021765097,29.2862868301666,59.2614042229604,104.668312271425,170.923773785548,248.354223715343,301.983746212614,316.421847139478,322.368209220826,327.705269781933,332.175055908374,336.383719285218,340.751055472945,344.989847644917,348.802960745666
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Oil w/o CCS",4.38155692552154,3.70198850381216,1.87967328387459,0.51065590595065,0,0,0,0,0,0,0,0,0,0,0,0,5.09635753074922e-05
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/o CCS",4.63320230847422,6.82114699538104,7.06232737937065,7.77393911801519,8.48542089749476,7.58037836874673,5.49183048290497,1.78947908234124,0,0,0,0,0,0,0,0,0
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Gas w/ CCS",NA,NA,NA,NA,NA,NA,NA,8.52786298246917e-09,2.99482946149023e-08,1.13032586110213e-07,3.25963779581547e-07,6.41639816906006e-07,1.48559631348871e-06,3.75199721209597e-06,1.06125505296658e-05,4.95233461210494e-05,0.00263168078547197
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Coal w/o CCS",1.02109372573271,1.06666147712101,0.770376605491489,0.294573427554532,0.179094546754625,0,0,0,0,0,0,0,0,0,0,0.00133236300611794,0.00411628242990237
"NDC_NoCCS_NonewNuc_land10p_CI_IPSL","Africa_Northern","billion 2010 USD","Coal w/ CCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57361765107503e-08,5.09448952515626e-07,5.39021836928078e-05
